CustomerID,ProductID,Quantity,Price,PaymentMethod,StoreLocation,ProductCategory,DiscountApplied,TotalAmount
934277,A,6,29.42846622,PayPal,"841 Jennifer Lodge Suite 593
West Amandabury, NM 27811",Clothing,7.311670811,163.6605219
174338,D,2,37.61916743,Credit Card,"22794 James Fort Suite 378
East Victoria, AZ 38497",Clothing,7.448973926,69.63385092
545912,A,9,46.66759982,Credit Card,"957 John Grove Suite 224
Carrollfurt, MA 25724",Home Decor,15.36549112,355.4720453
88220,A,5,17.8385125,Cash,"92480 Kelsey Club Apt. 792
North Danabury, NV 52001",Books,19.4253636,71.86658291
173080,C,6,25.91827387,PayPal,"3346 Hunt Vista
West Michaelside, HI 52847",Home Decor,6.190253151,145.8832026
400897,D,4,44.38842668,Credit Card,"235 Logan Road
Port Marcusport, WY 03455",Electronics,4.343152928,169.8422777
636398,C,7,16.69540414,Cash,"PSC 3555, Box 8474
APO AA 67962",Home Decor,14.88628199,99.4705544
638748,A,9,42.63801915,PayPal,"490 Young Fields
Smallberg, MT 45964",Electronics,10.24981199,344.4093212
597048,D,7,31.97276084,Debit Card,"780 Kristi Creek
West Hannahberg, MS 83311",Books,14.73131551,190.8392679
472957,B,1,87.80595497,PayPal,"14566 Alyssa Court Suite 449
Melindafort, FM 88989",Home Decor,1.069206714,86.86712781
84596,D,1,64.76441874,Cash,"5501 Harold Spurs Apt. 087
East Tracyport, UT 09987",Home Decor,19.9400979,51.85033024
562014,A,9,90.86410263,Debit Card,"68754 James Branch Apt. 009
Alexisville, NE 90702",Books,9.685291703,738.5728431
469434,B,9,28.25982796,PayPal,"4321 Susan Valleys
West Benjamin, ID 64991",Electronics,16.69877986,211.8670335
252922,A,4,17.34917877,Cash,"Unit 1535 Box 5709
DPO AP 57706",Clothing,3.582091919,66.91086094
977032,A,9,41.86424795,Debit Card,"96028 Eddie Estate
Mitchellville, NE 77272",Clothing,3.135656986,364.9637586
745071,C,3,15.07826861,PayPal,"080 Thomas Route Suite 101
South Jamesmouth, WA 54676",Home Decor,7.175804257,41.9888447
638578,D,7,89.51626496,PayPal,"4048 David Islands Apt. 534
Daviston, AZ 16773",Books,4.85644891,596.182673
254206,A,6,26.93368276,PayPal,"3530 Ellis Avenue
Port Tracy, ME 79036",Electronics,3.244001859,156.3597216
937354,A,8,22.69652511,PayPal,"50572 Steven Square Apt. 432
Thomasstad, GU 29278",Home Decor,1.904333216,178.1144611
758832,B,9,80.90037402,Debit Card,"248 Cochran Village
West Dianaland, TX 12916",Home Decor,2.095020551,712.8494511
889978,D,5,74.11664449,Debit Card,"8906 Williams Prairie Apt. 061
Nicolemouth, KS 94341",Electronics,3.302831309,358.3434838
381440,B,1,15.12604253,Cash,"505 Dennis Courts
North Christopherburgh, DE 62352",Books,2.023900944,14.81990641
330581,D,3,55.86087198,PayPal,"30842 Simon Mountains
New Davidbury, KS 13404",Home Decor,11.0954571,148.9885587
630099,D,8,50.39649003,Debit Card,"031 Khan Parkway Apt. 597
North Tanyaland, OR 29820",Books,16.96378135,334.7787172
933612,A,6,44.8171824,Debit Card,"271 Cooper Haven
Anthonystad, OH 91347",Clothing,17.09178318,222.9427605
402432,D,8,21.40301423,Cash,"68018 Griffin Square
North Michaelborough, MP 69490",Electronics,18.96759544,138.7470166
517772,A,9,80.86168186,Cash,"03368 Ashley Divide
Gailport, WV 40464",Clothing,8.312041384,667.2638286
35839,B,4,31.59602153,Debit Card,"7700 Anthony Manors Apt. 103
Powellborough, MO 60997",Electronics,16.37203738,105.6924363
225733,D,1,51.24117781,Credit Card,"019 Marvin Cape
Terrifurt, MA 99203",Home Decor,14.22218199,43.95356425
776979,A,1,89.29578752,Debit Card,"758 Ashley Ports Suite 163
West Mary, RI 71233",Clothing,18.37811716,72.88490307
221937,A,4,38.64182086,Credit Card,"9425 Brandon Oval Suite 482
Crystalberg, MI 21625",Clothing,12.22981448,135.6639914
175416,D,7,13.21589879,Debit Card,"00330 Bates Valleys Suite 357
Bryanttown, IL 67826",Books,3.891313774,88.91138691
646696,D,2,90.02191983,Cash,"530 Anderson Drive
South Phillipfort, WV 81658",Books,16.26285021,150.7635797
688072,C,3,54.45015887,Credit Card,"167 Jason Course Apt. 531
West Paula, ID 11466",Electronics,3.863419042,157.0395632
916513,D,1,54.73566233,Debit Card,"459 Sutton Mountains Suite 451
Bernardport, WI 12076",Home Decor,8.686718668,49.98092933
538692,D,5,59.62741773,Debit Card,"09098 Morton Trafficway
North Loretta, AZ 89521",Books,14.21054906,255.7701714
172943,A,1,26.19405865,Credit Card,"Unit 9800 Box 8766
DPO AE 93292",Electronics,17.69561007,21.55886017
481676,D,8,74.33975096,Credit Card,"125 Vasquez Cove
Lake Megan, OR 45416",Clothing,5.661595281,561.047481
214608,A,1,30.82432032,PayPal,"636 Vega Inlet Suite 700
North Stevenview, CT 71706",Home Decor,3.030331887,29.89024111
590942,A,1,37.10333556,Credit Card,"9412 Saunders Terrace Apt. 183
Harrisfort, OK 19012",Books,12.30596026,32.53741383
108361,C,2,66.80700831,PayPal,"87005 Smith Harbors Suite 391
Hartchester, WA 85942",Home Decor,7.796451484,123.1968646
116067,B,2,77.47805803,Cash,"30226 Nina Extension Suite 568
New Jacobport, AL 11051",Books,12.90030588,134.9663031
420390,A,6,75.75551913,PayPal,"84808 Heather Drives
Everetthaven, TN 48694",Clothing,16.91507631,377.6484916
218306,C,7,17.48344175,Cash,"73076 Sweeney Pines
Mccarthyborough, KS 56018",Electronics,9.863590182,110.3126269
908160,B,5,77.911939,PayPal,"31900 Stewart Parkway Apt. 859
Jamesshire, VA 79536",Electronics,1.616726685,383.2615795
16642,A,1,69.64528917,Cash,"2694 Terrance Spurs Apt. 300
Sheilafort, NH 73334",Electronics,18.64104368,56.66268039
147851,C,1,64.45863786,Credit Card,"9442 Gray Rapids Apt. 456
West Angelaton, NJ 04734",Clothing,5.865678005,60.67770172
714511,A,3,97.01868272,Debit Card,"375 Audrey Isle Apt. 650
Gibsonmouth, NC 15026",Electronics,19.43676051,234.4841811
143779,A,2,41.2143105,Cash,"8659 Clay Street Apt. 193
Christineshire, FM 97293",Books,16.84075858,68.54701594
491768,B,5,71.47775954,Cash,"PSC 9458, Box 9421
APO AA 84039",Home Decor,6.461854636,334.2948531
390190,A,6,61.59105202,Cash,"581 Charlotte Land
Lake Jasonhaven, ME 77590",Home Decor,8.409567919,338.469064
718553,B,7,44.91639388,Debit Card,"4023 Jennifer Prairie Apt. 711
Rodriguezshire, NH 07463",Books,1.527390592,309.6124157
490125,C,4,80.9415652,PayPal,"9562 Peter Mill
Whitakermouth, PR 71963",Books,15.66106217,273.0610254
11452,B,7,46.2832959,Credit Card,"0585 Tiffany Square
Staceyborough, WA 20704",Electronics,6.220360362,303.8301567
98927,C,8,60.27001303,Credit Card,"20309 Clark Inlet Suite 305
South Juliaborough, SC 66330",Electronics,3.409486253,465.7209218
23830,C,1,60.45645023,Debit Card,"610 Martinez Points Suite 875
Morrisview, KY 61533",Books,16.25173685,50.63122703
322347,A,6,56.01948781,PayPal,"505 Haynes Stream Suite 207
East Natalie, AR 71209",Home Decor,16.89058253,279.3448199
99487,D,8,51.16619973,Debit Card,"7089 Marshall Cliff Apt. 323
New Wendymouth, CT 55710",Books,7.345053301,379.2641207
174752,B,5,25.10012015,PayPal,"1196 Corey Bypass Suite 715
Sosaville, MN 09737",Clothing,5.137626912,119.0528481
150760,B,4,31.67611866,Debit Card,"0522 Peters Branch
North Brandonville, CT 86024",Books,13.14385457,110.0506228
300755,C,2,21.11526402,Credit Card,"385 Jamie Extensions
Lake Crystal, ME 45133",Books,5.863023355,39.75454231
318978,B,6,75.11420555,Cash,"8238 Cristian Course Suite 182
Port Gregory, NC 86391",Home Decor,10.17715166,404.8183136
447037,D,6,76.98651829,Credit Card,"06505 Park Mews Suite 258
Vasquezton, MN 05747",Electronics,12.84973774,402.5637156
494205,D,1,67.46760751,Cash,"88341 Hammond Vista Suite 966
East Michelleborough, MI 91511",Electronics,12.35020318,59.13522091
375520,D,9,92.58788273,Cash,"731 Steven Spring
Fullerhaven, MS 22618",Books,13.99231235,716.6942728
550537,C,6,33.84677181,Cash,"7636 Matthew Corners
Marshallbury, IN 29188",Electronics,7.306948304,188.2416342
372905,C,3,83.89215147,Cash,"35098 Ritter View
North Davidtown, WV 13685",Home Decor,10.78425766,224.5350171
116842,D,4,26.72503098,Cash,"667 Jamie Estate
North Vincentfort, NM 03983",Clothing,3.165920033,103.5157515
314341,B,4,16.10403928,PayPal,"98727 Jason Shores Suite 155
Williamsmouth, AS 63873",Books,3.460433204,62.18707901
342790,D,3,10.01159423,Credit Card,"04543 Breanna River Suite 442
East Antonio, HI 08553",Home Decor,11.5985811,26.55117405
16227,D,3,62.25700278,PayPal,"578 Gabriela Hollow
Port Krystalville, CA 78917",Clothing,5.716587123,176.0940809
706934,A,3,80.08662747,Debit Card,"982 Sharp Course Apt. 107
Charlesberg, PR 83735",Books,0.024677125,240.2005932
146849,D,4,84.06877407,Credit Card,"40336 Zachary Squares Suite 465
Bethanymouth, HI 03569",Books,16.117158,282.0771077
139063,A,7,52.35890696,PayPal,"125 Decker Lake Apt. 111
Lake Hunter, DE 65050",Clothing,3.151064542,354.9633081
289399,C,4,15.28484618,PayPal,"675 Atkins Centers
West Eddie, KS 42906",Electronics,11.09089939,54.35847706
108890,A,9,13.2186124,PayPal,"3484 Sara Glen
South Marcusland, UT 69551",Clothing,8.86460362,108.4215133
92407,D,1,92.56164203,Cash,"6421 Suzanne Summit Apt. 895
Smithshire, SC 08947",Home Decor,3.726203528,89.11260686
740728,B,8,18.36463251,Cash,"5744 Cheryl Throughway Suite 651
Elliottmouth, SC 56874",Home Decor,10.29563287,131.7910189
803995,C,7,80.61982972,Debit Card,"48801 Fowler Grove
Lake Joanstad, AZ 85474",Clothing,13.8942628,485.9280909
326729,D,2,16.26103767,Cash,"6719 Robert Field
Heatherview, CA 89879",Books,5.757405755,30.6496475
188339,B,8,26.50135055,Cash,"96755 Martin Plaza Apt. 189
Dawnfort, VA 12379",Books,14.63091936,180.9916746
670698,D,1,24.65800099,PayPal,"4767 Christopher Lake Apt. 361
Johnhaven, LA 24136",Books,17.12626426,20.43500658
736766,D,9,34.9396491,Debit Card,"USNS Jackson
FPO AA 77311",Electronics,10.66535065,280.918917
423547,D,9,46.50669549,Cash,"8552 Bennett Point
Lake Brittany, TX 58523",Books,1.360101341,412.8674157
276714,A,2,21.22533898,Cash,"Unit 4152 Box 6862
DPO AA 32838",Clothing,0.305080616,42.32116916
708509,D,7,97.58429288,Credit Card,"28965 John Glen
North Ericfurt, RI 35461",Home Decor,4.252478165,654.0417949
206597,C,3,10.18029828,Credit Card,"509 Hernandez Tunnel Apt. 576
Crosshaven, PA 57423",Electronics,19.77123768,24.50258193
909161,C,7,79.49066195,Debit Card,"558 Brenda Hill Suite 754
Pagebury, DC 96525",Books,11.34549674,493.3043604
149072,A,9,57.38572521,Credit Card,"060 Williams Neck
East Richard, PW 54196",Books,13.20918446,448.2498502
962327,B,4,17.70188529,PayPal,"457 Alice Stream
Raychester, MA 96500",Electronics,13.08423528,61.54291587
819538,C,1,20.80286863,Debit Card,"PSC 5089, Box 2406
APO AE 06601",Books,7.163218305,19.31271373
889340,D,2,63.09993008,PayPal,"29880 Shields Mill Suite 880
South Margaret, OK 02308",Clothing,2.705989583,122.7849051
802628,A,1,38.37280519,Debit Card,"050 Ashley Mission
Hornstad, NM 58384",Books,13.00777223,33.3813581
377265,B,5,50.51704631,PayPal,"Unit 9796 Box 6648
DPO AA 42931",Books,17.44533972,208.5208798
154281,C,5,59.42701996,Credit Card,"560 Carter Oval
Santanaborough, WI 51089",Clothing,10.10329829,267.1146544
699725,C,7,61.60133201,Debit Card,"758 David Fall Suite 562
Lake Joanne, OH 23209",Books,10.60834165,385.4651657
911956,B,9,62.43495989,PayPal,"1852 Regina Street
Carsonshire, VA 67329",Home Decor,15.76442488,473.3320279
53096,D,9,16.30455757,Credit Card,"131 Jennifer Via Suite 457
North Brett, AS 89297",Home Decor,14.85867478,124.9372474
805603,B,3,76.64306806,Credit Card,"18850 Brandon Pines Apt. 659
Shirleymouth, OH 61783",Home Decor,11.21637725,204.1394772
795656,A,3,36.41537469,Credit Card,"580 Karen Parkway
Susanbury, ID 49499",Clothing,0.863774913,108.3024835
339482,B,3,20.2987796,PayPal,"PSC 5669, Box 2093
APO AE 56470",Books,11.0081822,54.19275888
200487,B,4,19.19808046,Credit Card,"903 Matthews Squares
West Sherry, VI 41700",Home Decor,9.741210939,69.31181978
5440,C,8,31.33140661,PayPal,"797 Lauren Mission
Nicholechester, TN 52203",Clothing,2.890523697,243.406119
865688,C,6,66.58119223,PayPal,"594 Zimmerman Freeway Suite 096
Lake Shawntown, MA 94046",Home Decor,18.76647633,324.5174913
981947,C,8,52.47306596,Cash,"620 Vanessa Circle Suite 322
South Annport, AZ 59493",Books,9.757873116,378.8224861
226983,B,1,19.63666987,Cash,"68542 Ingram Meadows Suite 933
Lake Chadmouth, SD 61719",Home Decor,5.676164826,18.52206012
